Date,Open,Close
9/20/1993,27.5949,27.3317
9/21/1993,27.3693,27.2377
9/22/1993,27.3317,27.4633
9/23/1993,27.5384,27.6136
9/24/1993,27.576,27.5384
9/27/1993,27.7453,27.8392
9/28/1993,27.858,27.7828
9/29/1993,27.7828,27.6888
9/30/1993,27.6888,27.6325
10/1/1993,27.5949,27.764
10/4/1993,27.8016,27.8016
10/5/1993,27.858,27.764
10/6/1993,27.7828,27.7453
10/7/1993,27.7828,27.6701
10/8/1993,27.7453,27.7077
10/11/1993,27.764,27.764
10/12/1993,27.8016,27.8016
10/13/1993,27.8204,27.8016
10/14/1993,27.9144,28.1588
10/15/1993,28.2904,28.3092
10/18/1993,28.2904,28.234
10/19/1993,28.1964,28.0272
10/20/1993,28.1212,28.0648
10/21/1993,28.0836,28.0272
10/22/1993,28.0648,27.8956
10/25/1993,27.9144,27.9708
10/26/1993,27.952,27.952
10/27/1993,27.9144,27.9708
10/28/1993,28.0084,28.1776
10/29/1993,28.1588,28.1776
11/1/1993,28.14,28.2528
11/2/1993,28.2152,28.234
11/3/1993,28.2152,27.8768
11/4/1993,27.8768,27.576
11/5/1993,27.5009,27.7077
11/8/1993,27.7264,27.7453
11/9/1993,27.9332,27.764
11/10/1993,27.764,27.9708
11/11/1993,27.9708,27.8956
11/12/1993,27.952,28.0272
11/15/1993,28.0836,28.0084
11/16/1993,28.0648,28.14
11/17/1993,28.1588,27.9896
11/18/1993,27.952,27.9144
11/19/1993,27.8204,27.858
11/22/1993,27.7828,27.6888
11/23/1993,27.8392,27.8392
11/24/1993,27.9144,27.952
11/26/1993,28.0272,27.9708
11/29/1993,28.046,27.858
11/30/1993,27.8392,27.8768
12/1/1993,28.0272,27.9144
12/2/1993,27.9708,27.9896
12/3/1993,27.9708,28.1024
12/6/1993,28.14,28.1964
12/7/1993,28.1964,28.1776
12/8/1993,28.1776,28.1776
12/9/1993,28.1776,28.0836
12/10/1993,28.1024,28.0272
12/13/1993,28.0272,28.1964
12/14/1993,28.2152,27.9896
12/15/1993,28.0272,27.952
12/16/1993,28.0648,28.046
12/17/1993,28.1044,28.1991
12/20/1993,28.1801,28.237
12/21/1993,28.1991,28.1423
12/22/1993,28.218,28.3316
12/23/1993,28.3127,28.3127
12/27/1993,28.3127,28.4641
12/28/1993,28.4451,28.5208
12/29/1993,28.5398,28.483
12/30/1993,28.4641,28.3694
12/31/1993,28.4262,28.218
1/3/1994,28.218,28.1423
1/4/1994,28.1801,28.2558
1/5/1994,28.2937,28.3127
1/6/1994,28.3505,28.3127
1/7/1994,28.3694,28.483
1/10/1994,28.5208,28.8236
1/11/1994,28.8047,28.7669
1/12/1994,28.7858,28.6722
1/13/1994,28.5965,28.5965
1/14/1994,28.6912,28.7101
1/17/1994,28.7101,28.7101
1/18/1994,28.7479,28.7479
1/19/1994,28.7101,28.6722
1/20/1994,28.7101,28.7479
1/21/1994,28.7858,28.6912
1/24/1994,28.6722,28.5776
1/25/1994,28.5965,28.5776
1/26/1994,28.5776,28.6533
1/27/1994,28.7101,28.9183
1/28/1994,29.0318,28.994
1/31/1994,29.1075,29.2021
2/1/1994,29.1643,29.0507
2/2/1994,29.1454,29.24
2/3/1994,29.1832,29.1075
2/4/1994,29.1075,28.4451
2/7/1994,28.3694,28.5776
2/8/1994,28.6344,28.5965
2/9/1994,28.6155,28.7101
2/10/1994,28.6912,28.4641
2/11/1994,28.483,28.5587
2/14/1994,28.5019,28.5965
2/15/1994,28.6533,28.7479
2/16/1994,28.7858,28.729
2/17/1994,28.8615,28.5587
2/18/1994,28.5776,28.3884
2/22/1994,28.4641,28.6722
2/23/1994,28.7101,28.5965
2/24/1994,28.5019,28.218
2/25/1994,28.2558,28.3505
2/28/1994,28.4262,28.3505
3/1/1994,28.3505,28.237
3/2/1994,27.8773,28.2748
3/3/1994,28.237,28.1991
3/4/1994,28.1991,28.2748
3/7/1994,28.3694,28.4262
3/8/1994,28.4451,28.3127
3/9/1994,28.3505,28.4451
3/10/1994,28.4262,28.218
3/11/1994,28.2558,28.3694
3/14/1994,28.483,28.4073
3/15/1994,28.4641,28.3884
3/16/1994,28.4262,28.6155
3/17/1994,28.5208,28.6155
3/18/1994,28.476,28.6092
3/21/1994,28.5141,28.5331
3/22/1994,28.5331,28.6092
3/23/1994,28.5902,28.5902
3/24/1994,28.476,28.2476
3/25/1994,28.2666,27.9811
3/28/1994,28.0192,28.0192
3/29/1994,28.0192,27.4671
3/30/1994,27.4862,27.0864
3/31/1994,27.0864,27.1626
4/4/1994,26.4012,26.7438
4/5/1994,27.0103,27.2959
4/6/1994,27.3339,27.2959
4/7/1994,27.2768,27.4291
4/8/1994,27.372,27.2197
4/11/1994,27.2959,27.3339
4/12/1994,27.3624,27.2959
4/13/1994,27.2863,27.1531
4/14/1994,27.1055,27.1626
4/15/1994,27.1531,27.1626
4/18/1994,27.1912,26.9817
4/19/1994,26.9532,27.0198
4/20/1994,27.0484,26.9913
4/21/1994,27.1055,27.3529
4/22/1994,27.4196,27.3244
4/25/1994,27.3149,27.6099
4/26/1994,27.5718,27.5813
4/28/1994,27.5243,27.3815
4/29/1994,27.3339,27.4671
5/2/1994,27.4671,27.6385
5/3/1994,27.648,27.6099
5/4/1994,27.667,27.5623
5/5/1994,27.5909,27.5243
5/6/1994,27.391,27.2578
5/9/1994,27.1816,27.0198
5/10/1994,27.1531,27.2292
5/11/1994,27.2007,26.9817
5/12/1994,27.1531,27.115
5/13/1994,27.1912,27.115
5/16/1994,27.1721,27.1245
5/17/1994,27.1436,27.5243
5/18/1994,27.5433,27.7241
5/19/1994,27.667,27.8573
5/20/1994,27.8098,27.7527
5/23/1994,27.7241,27.7051
5/24/1994,27.7812,27.8193
5/25/1994,27.7146,27.8954
5/26/1994,27.8859,27.9145
5/27/1994,27.8669,27.943
5/31/1994,27.8573,27.905
6/1/1994,27.8383,28.0287
6/2/1994,28.0477,28.0001
6/3/1994,28.0192,28.1619
6/6/1994,28.219,28.1524
6/7/1994,28.1048,28.1143
6/8/1994,28.181,27.8859
6/9/1994,28.0096,28.0382
6/10/1994,28.0667,28.0858
6/13/1994,28.0477,28.1238
6/14/1994,28.2095,28.3427
6/15/1994,28.3522,28.2285
6/16/1994,28.2285,28.2857
6/17/1994,28.3012,28.1288
6/20/1994,27.9276,27.8893
6/21/1994,27.8701,27.6498
6/22/1994,27.7264,27.7552
6/23/1994,27.803,27.5923
6/24/1994,27.4581,27.0175
6/27/1994,27.1228,27.4869
6/28/1994,27.4965,27.3527
6/29/1994,27.3911,27.439
6/30/1994,27.4869,27.2665
7/1/1994,27.4007,27.324
7/5/1994,27.3815,27.4677
7/6/1994,27.3624,27.4294
7/7/1994,27.4294,27.5444
7/8/1994,27.3719,27.5348
7/11/1994,27.554,27.439
7/12/1994,27.4486,27.4773
7/13/1994,27.4869,27.5252
7/14/1994,27.6593,27.8222
7/15/1994,27.803,27.8318
7/18/1994,27.8318,27.8797
7/19/1994,27.9276,27.8222
7/20/1994,27.8414,27.6976
7/21/1994,27.6976,27.7552
7/22/1994,27.8222,27.803
7/25/1994,27.8126,27.8414
7/26/1994,27.8318,27.8126
7/27/1994,27.8126,27.8126
7/28/1994,27.8126,27.8701
7/29/1994,28.0617,28.148
8/1/1994,28.1671,28.2821
8/2/1994,28.3779,28.3204
8/3/1994,28.3108,28.33
8/4/1994,28.3108,28.1671
8/5/1994,28.0234,28.0713
8/8/1994,28.1001,28.1384
8/9/1994,28.033,28.1863
8/10/1994,28.2055,28.2917
8/11/1994,28.2246,28.1863
8/12/1994,28.2342,28.4066
8/15/1994,28.4354,28.3971
8/16/1994,28.4162,28.5983
8/17/1994,28.6366,28.5791
8/18/1994,28.4833,28.4833
8/19/1994,28.4929,28.4641
8/22/1994,28.4737,28.4354
8/23/1994,28.5599,28.5983
8/24/1994,28.627,28.9048
8/25/1994,28.8761,28.8282
8/26/1994,28.8953,29.2402
8/29/1994,29.3168,29.221
8/30/1994,29.2114,29.2976
8/31/1994,29.2497,29.221
9/1/1994,29.1252,29.1252
9/2/1994,29.2593,29.0006
9/6/1994,28.9815,29.0102
9/7/1994,29.0773,28.9815
9/8/1994,29.0389,29.1252
9/9/1994,28.8378,28.8186
9/12/1994,28.8186,28.7324
9/13/1994,28.7899,28.8186
9/14/1994,28.7228,28.8473
9/15/1994,28.924,29.2114
9/16/1994,28.9952,29.0048
9/19/1994,29.0723,29.0337
9/20/1994,28.8795,28.4842
9/21/1994,28.571,28.4842
9/22/1994,28.5517,28.4168
9/23/1994,28.4264,28.3204
9/26/1994,28.4264,28.465
9/27/1994,28.465,28.4457
9/28/1994,28.5999,28.6674
9/29/1994,28.6674,28.5228
9/30/1994,28.5132,28.4842
10/3/1994,28.5035,28.4168
10/4/1994,28.5613,27.9927
10/5/1994,27.9444,28.0023
10/6/1994,28.0215,27.9156
10/7/1994,27.9156,28.0408
10/10/1994,28.1661,28.3397
10/11/1994,28.465,28.7638
10/12/1994,28.8024,28.8024
10/13/1994,29.1301,28.8987
10/14/1994,28.9952,29.024
10/17/1994,28.9952,28.9662
10/18/1994,28.9373,28.8987
10/19/1994,28.7927,29.0337
10/20/1994,29.0337,28.8409
10/21/1994,28.7638,28.7253
10/24/1994,28.7349,28.4842
10/25/1994,28.3879,28.5132
10/26/1994,28.6192,28.6192
10/27/1994,28.7253,28.7927
10/28/1994,28.8506,29.4
10/31/1994,29.3325,29.2939
11/1/1994,29.1686,28.9662
11/2/1994,28.8795,28.8024
11/3/1994,28.8987,28.9566
11/4/1994,29.0915,28.5807
11/7/1994,28.6481,28.6674
11/8/1994,28.7638,28.8891
11/9/1994,29.1976,28.9373
11/10/1994,28.9566,28.7349
11/11/1994,28.6963,28.6288
11/14/1994,28.7541,28.8987
11/15/1994,28.8698,28.8024
11/16/1994,28.8506,28.8987
11/17/1994,28.918,28.7059
11/18/1994,28.7156,28.6674
11/21/1994,28.6481,28.3782
11/22/1994,28.2722,27.7613
11/23/1994,27.7806,27.9156
11/25/1994,27.9348,28.0505
11/28/1994,28.0408,28.1758
11/29/1994,28.1661,28.1661
11/30/1994,28.3107,28.1276
12/1/1994,28.1565,27.8481
12/2/1994,27.7902,28.1083
12/5/1994,28.1661,28.1372
12/6/1994,28.0312,28.1565
12/7/1994,27.983,27.9541
12/8/1994,28.0698,27.6842
12/9/1994,27.6842,27.7902
12/12/1994,27.7324,27.9734
12/13/1994,27.9541,28.0794
12/14/1994,28.0408,28.224
12/15/1994,28.2626,28.3107
12/16/1994,28.3993,28.448
12/19/1994,28.448,28.4868
12/20/1994,28.5159,28.3993
12/21/1994,28.4188,28.7005
12/22/1994,28.7005,28.6131
12/23/1994,28.5936,28.6423
12/27/1994,28.7394,28.7977
12/28/1994,28.8268,28.652
12/29/1994,28.7589,28.6714
12/30/1994,28.7297,28.3314
1/3/1995,28.4188,28.4674
1/4/1995,28.5936,28.6034
1/5/1995,28.6228,28.6034
1/6/1995,28.6617,28.6325
1/9/1995,28.6228,28.6617
1/10/1995,28.7297,28.6908
1/11/1995,28.788,28.7102
1/12/1995,28.6811,28.72
1/13/1995,28.8754,29.06
1/16/1995,29.0503,29.2349
1/17/1995,29.1766,29.2446
1/18/1995,29.2252,29.2155
1/19/1995,29.1183,29.0503
1/20/1995,29.0114,28.9434
1/23/1995,28.7491,29.0309
1/24/1995,29.0211,29.0698
1/25/1995,28.924,29.1475
1/26/1995,29.128,29.1766
1/27/1995,29.3709,29.2932
1/30/1995,29.2349,29.1669
1/31/1995,29.2252,29.2835
2/1/1995,29.3223,29.2738
2/2/1995,29.2641,29.4486
2/3/1995,29.6333,29.8664
2/6/1995,29.8567,29.9927
2/7/1995,30.0413,30.0316
2/8/1995,29.9927,30.0316
2/9/1995,29.983,30.0316
2/10/1995,29.9927,30.0704
2/13/1995,30.051,30.0802
2/14/1995,30.1773,30.1191
2/15/1995,30.1191,30.2842
2/16/1995,30.2454,30.2454
2/17/1995,30.2162,30.1288
2/21/1995,30.1288,30.1191
2/22/1995,30.1482,30.3425
2/23/1995,30.4591,30.3911
2/24/1995,30.43,30.4688
2/27/1995,30.3814,30.2259
2/28/1995,30.1968,30.4785
3/1/1995,30.4494,30.2842
3/2/1995,30.2745,30.3231
3/3/1995,30.2259,30.3328
3/6/1995,30.1288,30.3523
3/7/1995,30.2454,30.1191
3/8/1995,30.1676,30.1968
3/9/1995,30.187,30.187
3/10/1995,30.2162,30.634
3/13/1995,30.6145,30.6048
3/14/1995,30.6923,30.8283
3/15/1995,30.7798,30.77
3/16/1995,30.7409,30.9546
3/17/1995,30.9071,30.9853
3/20/1995,31.0243,30.9853
3/21/1995,30.9853,30.9071
3/22/1995,30.9657,30.9364
3/23/1995,30.8973,30.9559
3/24/1995,31.0536,31.3955
3/27/1995,31.4443,31.5225
3/28/1995,31.4443,31.5225
3/29/1995,31.4932,31.5127
3/30/1995,31.5811,31.4541
3/31/1995,31.2099,31.3271
4/3/1995,31.3174,31.4053
4/4/1995,31.4151,31.6104
4/5/1995,31.542,31.6104
4/6/1995,31.6886,31.7277
4/7/1995,31.796,31.6983
4/10/1995,31.6495,31.7569
4/11/1995,31.8351,31.6495
4/12/1995,31.6983,31.7569
4/13/1995,31.8156,31.9328
4/17/1995,32.05,31.7472
4/18/1995,31.7765,31.6397
4/19/1995,31.6397,31.6104
4/20/1995,31.6983,31.6593
4/21/1995,31.669,31.8156
4/24/1995,31.796,32.1867
4/25/1995,32.1379,32.0988
4/26/1995,32.0402,32.1281
4/27/1995,32.0793,32.2063
4/28/1995,32.1965,32.2551
5/1/1995,32.2258,32.1672
5/2/1995,32.1965,32.2356
5/3/1995,32.343,32.6849
5/4/1995,32.724,32.6654
5/5/1995,32.8021,32.6263
5/8/1995,32.597,32.8608
5/9/1995,32.9975,32.8315
5/10/1995,32.9194,32.8705
5/11/1995,32.9194,32.9584
5/12/1995,32.8315,32.978
5/15/1995,33.0659,33.1343
5/16/1995,33.1245,33.1538
5/17/1995,33.1538,33.0268
5/18/1995,32.9682,32.5482
5/19/1995,32.4993,32.5677
5/22/1995,32.6752,32.9291
5/23/1995,32.9878,33.232
5/24/1995,33.2906,33.2124
5/25/1995,33.1147,33.2417
5/26/1995,33.1147,32.8608
5/30/1995,32.9389,32.851
5/31/1995,32.7924,33.5348
6/1/1995,33.3882,33.4469
6/2/1995,33.3101,33.4761
6/5/1995,33.4761,33.6813
6/6/1995,33.652,33.6227
6/7/1995,33.5543,33.4469
6/8/1995,33.4371,33.3687
6/9/1995,33.3003,33.1734
6/12/1995,33.2808,33.3589
6/13/1995,33.5152,33.7204
6/14/1995,33.6715,33.6911
6/15/1995,33.7399,33.8376
6/16/1995,33.7704,33.9375
6/19/1995,34.0358,34.3207
6/20/1995,34.2224,34.2323
6/21/1995,34.3403,34.2126
6/22/1995,34.36,34.6646
6/23/1995,34.586,34.5958
6/26/1995,34.4975,34.1831
6/27/1995,34.1733,34.1144
6/28/1995,34.1144,34.2912
6/29/1995,34.2912,34.2323
6/30/1995,34.301,34.2126
7/3/1995,34.2519,34.3403
7/5/1995,34.4386,34.4681
7/6/1995,34.4779,34.9102
7/7/1995,34.8414,35.0674
7/10/1995,35.0969,35.087
7/11/1995,35.0576,34.92
7/12/1995,34.9888,35.3523
7/13/1995,35.3032,35.2737
7/14/1995,35.087,35.2442
7/17/1995,35.2934,35.4408
7/18/1995,35.3818,35.1362
7/19/1995,34.9986,34.753
7/20/1995,34.7923,34.8807
7/21/1995,34.8512,34.8414
7/24/1995,34.8905,35.0969
7/25/1995,35.1362,35.3622
7/26/1995,35.3425,35.3327
7/27/1995,35.4997,35.6275
7/28/1995,35.657,35.4015
7/31/1995,35.431,35.313
8/1/1995,35.3622,35.2541
8/2/1995,35.4604,35.1755
8/3/1995,34.9298,35.1656
8/4/1995,35.2344,35.2049
8/7/1995,35.2836,35.2836
8/8/1995,35.3032,35.2836
8/9/1995,35.4015,35.2737
8/10/1995,35.313,35.1951
8/11/1995,35.1656,34.9986
8/14/1995,35.087,35.313
8/15/1995,35.3032,35.2442
8/16/1995,35.2148,35.3425
8/17/1995,35.3622,35.2836
8/18/1995,35.4604,35.3229
8/21/1995,35.4703,35.2246
8/22/1995,35.2737,35.2934
8/23/1995,35.3229,35.1656
8/24/1995,35.1755,35.2049
8/25/1995,35.2639,35.4015
8/28/1995,35.4997,35.2737
8/29/1995,35.313,35.3622
8/30/1995,35.3916,35.4408
8/31/1995,35.431,35.4703
9/1/1995,35.4604,35.6275
9/5/1995,35.7356,35.9616
9/6/1995,35.991,36.0303
9/7/1995,36.0696,36.05
9/8/1995,36.1875,36.1875
9/11/1995,36.2465,36.2858
9/12/1995,36.2956,36.4528
9/13/1995,36.4135,36.6198
9/14/1995,36.7476,36.9539
9/15/1995,36.924,36.9438
9/18/1995,36.8153,36.8055
9/19/1995,36.8746,36.9833
9/20/1995,37.0426,37.1611
9/21/1995,37.1117,36.8549
9/22/1995,36.5585,36.8648
9/25/1995,36.9043,36.8055
9/26/1995,36.9142,36.7956
9/27/1995,36.6376,36.766
9/28/1995,36.7956,37.0426
9/29/1995,37.0129,36.9734
10/2/1995,36.9734,36.7858
10/3/1995,36.7858,36.8253
10/4/1995,36.845,36.7858
10/5/1995,36.8253,36.8944
10/6/1995,36.9142,36.924
10/9/1995,36.7858,36.6178
10/10/1995,36.2424,36.5981
10/11/1995,36.7265,36.7166
10/12/1995,36.7462,36.9438
10/13/1995,37.1117,37.0623
10/16/1995,36.9537,36.8845
10/17/1995,36.924,37.1314
10/18/1995,37.3093,37.2401
10/19/1995,37.2204,37.4179
10/20/1995,37.3883,37.1907
10/23/1995,37.0129,37.1117
10/24/1995,37.1611,37.1512
10/25/1995,37.1809,36.845
10/26/1995,36.9043,36.5092
10/27/1995,36.4697,36.7858
10/30/1995,36.8746,37.0228
10/31/1995,37.1216,36.8648
11/1/1995,36.845,37.1611
11/2/1995,37.1019,37.3982
11/3/1995,37.4475,37.4475
11/6/1995,37.4377,37.3191
11/7/1995,37.2994,37.1809
11/8/1995,37.2303,37.5167
11/9/1995,37.6649,37.655
11/10/1995,37.4475,37.6352
11/13/1995,37.5661,37.5957
11/14/1995,37.5266,37.3488
11/15/1995,37.3883,37.7241
11/16/1995,37.7241,37.9316
11/17/1995,37.9908,38.0501
11/20/1995,38.1094,37.8526
11/21/1995,37.8921,38.1588
11/22/1995,38.1292,38.0402
11/24/1995,38.0797,38.139
11/27/1995,38.2181,38.1489
11/28/1995,38.1192,38.5539
11/29/1995,38.623,38.5934
11/30/1995,38.5934,38.5045
12/1/1995,38.5539,38.5539
12/4/1995,38.6428,39.028
12/5/1995,38.9885,39.2849
12/6/1995,39.3836,39.3738
12/7/1995,39.3244,39.1663
12/8/1995,39.3343,39.2947
12/11/1995,39.3738,39.4627
12/12/1995,39.2849,39.3441
12/13/1995,39.3936,39.5911
12/14/1995,39.6306,39.3046
12/15/1995,39.3587,39.319
12/18/1995,38.9711,38.5636
12/19/1995,38.5834,38.9711
12/20/1995,39.0903,38.5934
12/21/1995,38.822,38.7921
12/22/1995,39.0009,38.9313
12/26/1995,39.0903,39.1202
12/27/1995,39.2195,39.1003
12/28/1995,39.0208,39.0605
12/29/1995,39.1003,39.1102
1/2/1996,39.0605,39.5277
1/3/1996,39.6569,39.637
1/4/1996,39.6867,39.2593
1/5/1996,39.0009,39.1798
1/8/1996,39.319,39.3289
1/9/1996,39.4481,38.653
1/10/1996,38.6033,38.1461
1/11/1996,38.2058,38.3747
1/12/1996,38.4741,38.3151
1/15/1996,38.325,38.2355
1/16/1996,38.4244,38.7027
1/17/1996,38.6133,38.5834
1/18/1996,38.7325,38.7126
1/19/1996,38.7126,38.9711
1/22/1996,38.9412,38.981
1/23/1996,38.9611,39.0704
1/24/1996,39.1301,39.3885
1/25/1996,39.4183,39.2494
1/26/1996,39.2195,39.5873
1/29/1996,39.5575,39.7463
1/30/1996,39.8258,40.0842
1/31/1996,40.0743,40.5017
2/1/1996,40.4619,40.6508
2/2/1996,40.6309,40.4818
2/5/1996,40.4122,40.8098
2/6/1996,40.8297,41.1974
2/7/1996,41.1875,41.436
2/8/1996,41.3763,41.8832
2/9/1996,41.8634,41.8733
2/12/1996,41.9528,42.1913
2/13/1996,42.0124,42.1019
2/14/1996,42.0721,41.7341
2/15/1996,41.6447,41.4757
2/16/1996,41.3962,41.3068
2/20/1996,40.9887,40.8992
2/21/1996,40.9787,41.4061
2/22/1996,41.6347,42.0621
2/23/1996,42.3007,41.9429
2/26/1996,41.8236,41.3465
2/27/1996,41.4459,41.2173
2/28/1996,41.5453,41.0285
2/29/1996,40.7899,40.6309
3/1/1996,41.1179,41.2769
3/4/1996,41.3664,41.5155
3/5/1996,41.4161,41.9031
3/6/1996,41.8434,41.5353
3/7/1996,41.6148,41.7441
3/8/1996,40.8297,40.3924
3/11/1996,40.2333,40.8595
3/12/1996,40.5912,40.5414
3/13/1996,40.8098,40.8197
3/14/1996,40.8794,40.9986
3/15/1996,40.9313,40.9712
3/18/1996,41.3506,41.7599
3/19/1996,42.1293,41.67
3/20/1996,41.8697,41.6201
3/21/1996,41.67,41.5203
3/22/1996,41.5403,41.6301
3/25/1996,42.0095,41.5502
3/26/1996,41.4803,41.7499
3/27/1996,41.8098,41.3706
3/28/1996,41.2208,41.5303
3/29/1996,41.6501,41.3306
4/1/1996,41.5303,41.8098
4/2/1996,41.8597,41.8897
4/3/1996,41.7399,41.8897
4/4/1996,41.8897,41.8597
4/8/1996,40.8115,41.1409
4/9/1996,41.3007,40.9812
4/10/1996,40.9113,40.2524
4/11/1996,40.3522,40.2025
4/12/1996,40.482,40.7116
4/15/1996,40.9213,41.0511
4/16/1996,41.131,41.1709
4/17/1996,41.131,41.071
4/18/1996,41.1709,41.131
4/19/1996,41.3306,41.2308
4/22/1996,41.6102,41.5502
4/23/1996,41.4803,41.68
4/24/1996,41.8897,41.5303
4/25/1996,41.6201,41.7199
4/26/1996,41.8298,41.8098
4/29/1996,41.6301,41.8098
4/30/1996,41.8098,41.7799
5/1/1996,41.7699,41.8697
5/2/1996,41.5403,41.1509
5/3/1996,41.3905,41.091
5/6/1996,41.2508,41.0511
5/7/1996,41.0511,40.8813
5/8/1996,40.6817,41.3905
5/9/1996,41.2508,41.3605
5/10/1996,41.7699,41.7699
5/13/1996,41.8697,42.3988
5/14/1996,42.5685,42.6584
